common_stub,incrange,variable,value,src,table_description,column_description,excel_column
16,"$2,000,000 under $5,000,000",ti,340927910000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,J
16,"$2,000,000 under $5,000,000",amt,1867563000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Alternative minimum tax,EI
16,"$2,000,000 under $5,000,000",busprofnetinc,8999403000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Business or professional net income,U
16,"$2,000,000 under $5,000,000",busprofnetloss,-1160443000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Business or professional net loss,W
16,"$2,000,000 under $5,000,000",cgdist,43617000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains distributions,Y
16,"$2,000,000 under $5,000,000",cggross,93502832000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,AA
16,"$2,000,000 under $5,000,000",cgloss,-73683000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,AC
16,"$2,000,000 under $5,000,000",estateinc,4173001000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Estate and trust income,BI
16,"$2,000,000 under $5,000,000",estateloss,-264669000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Estate and trust loss,BK
16,"$2,000,000 under $5,000,000",exemptint,5032411000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Tax-exempt interest,K
16,"$2,000,000 under $5,000,000",iradist,1450987000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income", Individual Retirement Arrangements (IRA) distributions,AI
16,"$2,000,000 under $5,000,000",itemded,45302872000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total itemized deductions,EA
16,"$2,000,000 under $5,000,000",n_exemptions,365060.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of exemptions,EB
16,"$2,000,000 under $5,000,000",nret_amt,26819.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with alternative minimum tax,EH
16,"$2,000,000 under $5,000,000",nret_busprofnetinc,23652.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with business or professional net income,T
16,"$2,000,000 under $5,000,000",nret_busprofnetloss,9583.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with business or professional net loss,V
16,"$2,000,000 under $5,000,000",nret_cgdist,1588.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gain distributions,X
16,"$2,000,000 under $5,000,000",nret_cggross,93801.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,Z
16,"$2,000,000 under $5,000,000",nret_cgloss,26547.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,AB
16,"$2,000,000 under $5,000,000",nret_estateinc,9001.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust income,BH
16,"$2,000,000 under $5,000,000",nret_estateloss,2284.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust loss,BJ
16,"$2,000,000 under $5,000,000",nret_exemptint,76588.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with tax-exempt interest,J
16,"$2,000,000 under $5,000,000",nret_iradist,20720.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with IRA distributions,AH
16,"$2,000,000 under $5,000,000",nret_orddiv,116753.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,L
16,"$2,000,000 under $5,000,000",nret_partnerscorpinc,76700.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,BD
16,"$2,000,000 under $5,000,000",nret_partnerscorploss,25811.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,BF
16,"$2,000,000 under $5,000,000",nret_pensions,30807.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),AJ
16,"$2,000,000 under $5,000,000",nret_pensions_taxable,22185.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable pensions and annuities,AL
16,"$2,000,000 under $5,000,000",nret_qualdiv,113906.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with qualified dividends,N
16,"$2,000,000 under $5,000,000",nret_rentroyinc,43616.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty income,AZ
16,"$2,000,000 under $5,000,000",nret_rentroyloss,14946.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty loss,BB
16,"$2,000,000 under $5,000,000",nret_socsectaxable,24853.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,BT
16,"$2,000,000 under $5,000,000",nret_socsectot,24884.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,BR
16,"$2,000,000 under $5,000,000",nret_taxbc,129781.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Number of returns with income tax before credits (IRS definition, not PUF definition)",EL
16,"$2,000,000 under $5,000,000",nret_taxint,127158.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,H
16,"$2,000,000 under $5,000,000",nret_wages,106641.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,F
16,"$2,000,000 under $5,000,000",orddiv,22009340000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,M
16,"$2,000,000 under $5,000,000",partnerscorpinc,111793721000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,BE
16,"$2,000,000 under $5,000,000",partnerscorploss,-7767942000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,BG
16,"$2,000,000 under $5,000,000",pensions,7144885000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),AK
16,"$2,000,000 under $5,000,000",pensions_taxable,1474031000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable pensions and annuities,AM
16,"$2,000,000 under $5,000,000",qualdiv,17366480000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Qualified dividends,O
16,"$2,000,000 under $5,000,000",rentroyinc,5581252000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income,BA
16,"$2,000,000 under $5,000,000",rentroyloss,-879484000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income loss,BC
16,"$2,000,000 under $5,000,000",socsectaxable,766436000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,BU
16,"$2,000,000 under $5,000,000",socsectot,902381000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,BS
16,"$2,000,000 under $5,000,000",taxbc,111497458000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Income tax before credits (IRS definition, not PUF definition)",EM
16,"$2,000,000 under $5,000,000",taxint,8879902000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,I
16,"$2,000,000 under $5,000,000",wages,134372608000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,G
16,"$2,000,000 under $5,000,000",id_contributions,13810659000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,CV
16,"$2,000,000 under $5,000,000",id_gst,223185000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",General sales tax deduction,BZ
16,"$2,000,000 under $5,000,000",id_intpaid,3928231000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,CH
16,"$2,000,000 under $5,000,000",id_medical_capped,51442000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",BN
16,"$2,000,000 under $5,000,000",id_medical_uncapped,113833000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, uncapped",BP
16,"$2,000,000 under $5,000,000",id_mortgage,1647117000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Mortgage interest paid (any recipient),CJ
16,"$2,000,000 under $5,000,000",id_pit,26076224000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction,BX
16,"$2,000,000 under $5,000,000",id_retax,4290935000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Real estate tax deduction,CB
16,"$2,000,000 under $5,000,000",id_salt,26299409000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",State and local taxes deduction,BV
16,"$2,000,000 under $5,000,000",id_taxpaid,30750520000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,BT
16,"$2,000,000 under $5,000,000",nret_id_contributions,113925.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,CU
16,"$2,000,000 under $5,000,000",nret_id_gst,15270.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with general sales tax deduction,BY
16,"$2,000,000 under $5,000,000",nret_id_intpaid,92410.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,CG
16,"$2,000,000 under $5,000,000",nret_id_medical_capped,317.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",BM
16,"$2,000,000 under $5,000,000",nret_id_medical_uncapped,317.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, uncapped",BO
16,"$2,000,000 under $5,000,000",nret_id_mortgage,71240.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with mortgage interest paid (any recipient),CI
16,"$2,000,000 under $5,000,000",nret_id_pit,102780.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction,BW
